name,部位,短命,ASSASSIN HONED,BALANCED,破滅,BATTLE LUST,BERSERK,吸血,BONE BREAKER,補強不可,詠唱集中,CHAOS DAMAGE,CRAFT BONUS,CRAFT EXCEPTIONAL BONUS,CURSED,CURSE REMOVAL,物理,炎,冷気,毒,エネルギー,HP変換,HP変換(物理),HP変換(炎),HP変換(冷気),HP変換(毒),HP変換(エネルギー),武器ダメージ,ダメージ修正,回避,DEX,DURABILITY BONUS,POT強化,CR,FC,FOCUS,炎エリア,冷気エリア,毒エリア,エネルギーエリア,命中,Curse,Dispel,STMダウン,Fireball,Harm,HPリーチ,Lightning,命中低下,回避低下,Magic Arrow,Mana Drain,MPリーチ,HP,HP回復,STMリーチ,INT,LAST PARRY CHANCE,矢弾コスト,MPコスト,秘薬コスト,装備条件,幸運,瞑想可,魔道武器,MP,MANA PHASE,MP回復,MASSIVE,NIGHT SIGHT,PRIZED,RANDOM PROTECTION,RANDOM KILLER,RANDOM SUMMONER,麻痺カウンター,物理ダメージ反射,REPLENISH CHARGES,物理抵抗,炎抵抗,冷気抵抗,毒抵抗,エネルギー抵抗,RESONANCE,SEARING,自己修復,SOUL CHARGE,SPARKS,詠唱可,呪文ダメージ,詠唱集中,破片残留,STM,STM回復,STR,SWARM,速度増,TOXIC WEAPON,UNWIELDY,ベスト,VELOCITY,WARD REMOVAL,重量軽減,WILDFIRE REMOVAL,耐久性,装備STR,基礎ダメージ,基礎速度,基礎重量,片手,両手,基礎スキル,射程,4G,除外,略,date,url,備考,,,,,,,,,,,,,
Frostguard,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Gargish Kilt of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,5,,,10,20,,,,,8,,3,,,,,,,,,,15,15,15,15,15,,,,,,,,,,,,5,,,,,,,,,,,,,,10,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich, Treasures of the Shattered Sanctum],,,,,,,,,,,,
Gargish Kilt of the Holy Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,15,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,10,,5,,,,,,,,,,255/255,80,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands, Draconic Awakening,CHIVALRY +15,NECROMANCY – 30,REACTIVE HOLY LIGHT 10%],,,,,,,,,
Gauntlets of Virtue Bane,腕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,,,*,,,,,,,,,,,,20,,18,6,6,18,6,,,,,,,,,,,,,,,,,,,,,,255/255,55,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue,SPELL CONSUMPTION: 1],,,,,,,,,,,,
General Lethe’s Epaulettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords, the Archlich,SHARD BOUND],,,,,,,,,,,
General Lethe’s Tabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,SHARD BOUND],,,,,,,,,,,,
Gloves of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,5,,,10,20,,,*,,8,,3,,,,,,,,,,15,15,15,15,15,,,,,,,,,,,,5,,,,,,,,,,255/255,55,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich, Treasures of the Shattered Sanctum,BONE GLOVES],,,,,,,,,,,
Gloves of the Holy Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,15,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,10,,5,,,,,,,,,,255/255,70,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands, Draconic Awakening,CHIVALRY +15,NECROMANCY – 30,REACTIVE HOLY LIGHT 10%],,,,,,,,,
Grimoire of Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,FEY SLAYER,SPELL 64],,,,,,,,,,,
Grim Reaper’s Scythe,,,,,,,,,,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,45,15–18,3.5,5,,*,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Halloween 2006,ARTIFACT RARITY 11],,,,,,,,,,,,
Hexweaver’s Idol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,*,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,SHARD BOUND],,,,,,,,,,,,
Hexweaver’s Visage (helm or gargish glasses),,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,20,,,*,,8,,,,,,,,,,,,15,15,15,15,15,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,SHARD BOUND],,,,,,,,,,,,
Inavlis’s Burchete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Ophidian War,TERATHAN SLAYER PLUS RANDOM PROPERTIES],,,,,,,,,,,,
In Corp Mani Xen,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,FEY SLAYER],,,,,,,,,,,,
Jade Snake Head,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Katakotl’s Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Kotl City and The Undead Lords,RESISTING SPELLS 10,MEDITATION +10,MAGERY NECROMANCY BUSHIDO CHIVALRY NINJITSU OR MYSTICISM +20,(SKILL CAN BE SELECTED BY THE PLAYER)],,,,,,,,,
Kaelvok’s Cincture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,HUMAN WEIGHT 3 STONES; GARGOYLE 2 STONES,SHARD BOUND],,,,,,,,,,,
Lantern of Shadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,PREFIXED WITH PLAYER’S NAME,COMMON AND RARE HUES],,,,,,,,,,,
Libram of the Stormy Seas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shrouded Sails,BLESSED,REPOND SLAYER,SHARDBOUND,SPELLS 64],,,,,,,,,
Locket Of Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Tears of the Ice Dragon,ICE SLAYER,GIANT ICE WORM SUMMONER],,,,,,,,,,,
Lord Morphius’s Epaulettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,10,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords, the Arch Lich,SHARD BOUND],,,,,,,,,,,
Lord Morphius’s Tabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,10,,,,,,,,,10,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum],,,,,,,,,,,,,
Mantle of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the archlich, Treasures of the Shattered Sanctum,RESISTING SPELLS +10],,,,,,,,,,,
Mark of the Destroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Horrors of the Dark Champion Spawn, Shrouded Sails],,,,,,,,,,,,
Mark of Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,,250,,,10,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire],,,,,,,,,,,,,
Mask of Khal Ankur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Khaldun, The Undead Lords, The Archlich,CADDELLITE INFUSED,ALL RESISTS 15%,METEOR BREATH CHARGES: 1,CAN CAST “METEOR SWARM” WHEN USED,INTERRUPTABLE,MANA REAGENT & SKILL CHECK FREE,MINUTE RECHARGE TIME WHEN WORN RESET WHEN UNEQUIPPED 5],,,,
Melissa’s Cloak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,5,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Mordrax’s Compendium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,BLESSED,UNDEAD SLAYER,SHARD BOUND,SPELLS 64],,,,,,,,,
Mordrax’s Tome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,BLESSED,SHARD BOUND,SPELLS 64],,,,,,,,,,
Mushroom Cultivator’s Apron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath, Treasures of the Feudal Lands,ALCHEMY +10],,,,,,,,,,,
Obsidian Blade,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,10,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,35,15–16,3.5,1,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Paladin Fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,45,10–14,2.5,9,*,,FENCING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,AVAILABLE IN FOUR ELEMENTAL TYPES (AIR WATER EARTH FIRE),ELEMENTAL DAMAGE AIR = ENERGY 100%,WATER = COLD,EARTH = PHYSICAL,FIRE = FIRE,HIT SPELL 70%,AIR/EARTH = HIT LIGHTNING,WATER = HIT HARM,FIRE = HIT FIREBALL],,,,
Paladin Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,65,15–18,3.25,10,,*,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,AVAILABLE IN FOUR ELEMENTAL TYPES (AIR WATER EARTH FIRE),ELEMENTAL DAMAGE 100%,AIR = ENERGY,WATER = COLD,EARTH = PHYSICAL,FIRE = FIRE,HIT AREA SPELL 70%,AIR= ENERGY,WATER = COLD,EARTH = PHYSICAL,FIRE = FIRE],,
Paladin Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,255/255,20,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,AVAILABLE IN FOUR ELEMENTAL TYPES (AIR WATER EARTH FIRE),EATER AND 20% RESIST (MATCHING) 20%,AIR = ENERGY,WATER = COLD,EARTH = PHYSICAL/KINETIC,FIRE = FIRE,CHIVALRY + 10,PARRY +10,REACTIVE CLOSE WOUNDS 30%,CHANCE TO ACTIVATE UPON A SUCCESSFUL,ARRY,POTENCY IS BASED ON WIELDER’S CHIVALRY,KILL]
Petrified Matriarch’s Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Planeshield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,*,,,,,,,,,,,,,,,,VARIABLE,45,,,7,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Planesword,,,,,,,,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,VARIABLE,35,15–16,3.5,7,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Portal Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,COMMON AND RARE HUES],,,,,,,,,,,,
Putrid Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,95,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,SHARD BOUND],,,,,,,,,,,,
Ranger’s Cloak of Augmentation,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue \nand Treasures of The Undead Lords\nShrouded Sails],,,,,,,,,,,,,
Relvinian’s Spellbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Demonic Forces,BLESSED,SPELLS 64,SHARD BOUND],,,,,,,,,,
Riftbreaker Quiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,30,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,AMMO: 0/500 ARROWS,SHARD BOUND,CONTENTS: 0/1 ITEMS 0/50 STONES],,,,,,,,,,
Riftbreaker Wing Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,10,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,SHARD BOUND],,,,,,,,,,,,
Riftwarden’s Blade,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,*,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,FOUR VERSIONS:,GARGISH KATANA LONGSWORD WAR AXE LEAFBLADE,REPTILE SLAYER,SHARD BOUND],,,,,,,,,
Riftwarden’s Eviscerator,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,*,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,FOUR VERSIONS:,GARGISH DISC MACE GARGISH TALWAR LAJATANG DOUBLE AXE,REPTILE SLAYER,SHARD BOUND],,,,,,,,,
Riftwarden’s Pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,10,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,SHARD BOUND],,,,,,,,,,,,
Riftwarden’s Mangler,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,40,,,50,,,40,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,255/255,45,12–16,3,6,,*,ARCHERY,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,case human,MAGICAL SHORT BOW,REPTILE SLAYER,SHARD BOUND],,,,,,,,,
Riftwarden’s Codex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,BLESSED,SHARD BOUND,SPELLS 64],,,,,,,,,,
Robe of the Dark Monk,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,INCREASED KARMA LOSS 6%],,,,,,,,,,,,
Scabbard of Juo’nar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,SWORD BELT,NECROMANCY +5],,,,,,,,,,,
Scepter of Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,70,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Doom,DEMON SLAYER,UNDEAD SLAYER],,,,,,,,,,,
Sea Tempest’s Bulwark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,*,,,,,,,,,,,,,,,,255/255,20,,,8,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shrouded Sails,MAGERY +5,EVALUATE INTELLIGENCE +5,REACTIVE PARALYSE,SHARD BOUND],,,,,,,,,
Sentinel’s Mempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,12,,4,,,,,,,,,,255/255,50,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands, Draconic Awakening,MANA ICREASE 8],,,,,,,,,,,
Sentinel’s Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,12,,4,,,,,,,,,,255/255,,,,1,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands. Draconic Awakening,MANA ICREASE 8],,,,,,,,,,,,
Serpent’s Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,125,,,,,,,*,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands],,,,,,,,,,,,,
